stage,stage_reason,title,category_hint,file_type,size_mb,priority,candidate_path
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,시장상황분석 정의와 실제 활용 전략 by felo AI slide 2025004,데이터_분석,pdf,22.76,3,/Volumes/Untitled/업로드 후보_v2/기타/시장상황분석_정의와_실제_활용_전략_by_felo_AI_slide_2025004.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,최신 IT현업자 연봉현황 맥비기획톡방 2022-24년 설문결과분석,데이터_분석,pdf,19.34,3,/Volumes/Untitled/업로드 후보_v2/기타/최신_IT현업자_연봉현황_맥비기획톡방_2022-24년_설문결과분석.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,이중 진자 운동과 홈런 타자 스윙의 상관 관계 분석 by NotebookLM Slide,데이터_분석,pdf,14.05,3,/Volumes/Untitled/업로드 후보_v2/기타/이중_진자_운동과_홈런_타자_스윙의_상관_관계_분석_by_NotebookLM_Slide.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,런던 베이글 뮤지엄 시장 분석 및 미래 전략 by Felo Agent Report to PDF 20250818,데이터_분석,pdf,12.29,3,/Volumes/Untitled/업로드 후보_v2/기타/런던_베이글_뮤지엄_시장_분석_및_미래_전략_by_Felo_Agent_Report_to_PDF_20250818.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,연구보고서 2024-29 고령친화산업 실태 및 성장잠재력 분석과 발전과제,데이터_분석,pdf,8.58,3,/Volumes/Untitled/업로드 후보_v2/기타/연구보고서_2024-29_고령친화산업_실태_및_성장잠재력_분석과_발전과제.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,3 v0721 바이오리포트 빅데이터 최종,데이터_분석,pdf,7.74,3,/Volumes/Untitled/업로드 후보_v2/기타/3_v0721_바이오리포트_빅데이터_최종.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,[자료 1]2025년 연간 도서판매 동향 및 베스트셀러 분석,데이터_분석,pdf,6.68,3,/Volumes/Untitled/업로드 후보_v2/기타/[자료_1]2025년_연간_도서판매_동향_및_베스트셀러_분석.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,[2026학년도][인피니트수학연구소][대학수학능력시험 분석지],데이터_분석,pdf,6.20,3,/Volumes/Untitled/업로드 후보_v2/기타/[2026학년도][인피니트수학연구소][대학수학능력시험_분석지].pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,학교생활기록부 작성을 위한 최종 체크리스트- 별가람고 전소영,상담_학부모,pdf,48.15,3,/Volumes/Untitled/업로드 후보_v2/기타/학교생활기록부_작성을_위한_최종_체크리스트-_별가람고_전소영.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,초등학교 학부모 수학 가이드북(1학년1학기) (2),상담_학부모,pdf,25.79,3,/Volumes/Untitled/업로드 후보_v2/기타/초등학교_학부모_수학_가이드북(1학년1학기)_(2).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,초등학교 학부모 수학 가이드북(4학년1학기) (2),상담_학부모,pdf,25.00,3,/Volumes/Untitled/업로드 후보_v2/기타/초등학교_학부모_수학_가이드북(4학년1학기)_(2).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,초등학교 학부모 수학 가이드북(4학년2학기) (2),상담_학부모,pdf,24.19,3,/Volumes/Untitled/업로드 후보_v2/기타/초등학교_학부모_수학_가이드북(4학년2학기)_(2).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2026자연계열 자연계열 제시문 면접준비,상담_학부모,pdf,23.93,3,/Volumes/Untitled/업로드 후보_v2/기타/2026자연계열_자연계열_제시문_면접준비.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,초등학교 학부모 수학 가이드북(2학년1학기) (2),상담_학부모,pdf,21.03,3,/Volumes/Untitled/업로드 후보_v2/기타/초등학교_학부모_수학_가이드북(2학년1학기)_(2).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,초등학교 학부모 수학 가이드북(3학년1학기) (2),상담_학부모,pdf,20.64,3,/Volumes/Untitled/업로드 후보_v2/기타/초등학교_학부모_수학_가이드북(3학년1학기)_(2).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,초등학교 학부모 수학 가이드북(2학년2학기) (2),상담_학부모,pdf,20.41,3,/Volumes/Untitled/업로드 후보_v2/기타/초등학교_학부모_수학_가이드북(2학년2학기)_(2).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,초등학교 학부모 수학 가이드북(3학년2학기) (2),상담_학부모,pdf,20.35,3,/Volumes/Untitled/업로드 후보_v2/기타/초등학교_학부모_수학_가이드북(3학년2학기)_(2).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,초등학교 학부모 수학 가이드북(1학년2학기) (2),상담_학부모,pdf,19.74,3,/Volumes/Untitled/업로드 후보_v2/기타/초등학교_학부모_수학_가이드북(1학년2학기)_(2).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,NEW 태재대학교 2026입학설명회 20251201,상담_학부모,pdf,12.19,3,/Volumes/Untitled/업로드 후보_v2/기타/NEW_태재대학교_2026입학설명회_20251201.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,학부모연수 2교시 김재선 학생성공시대를 실현하는 학생 선택 교육과정의 이해와 실제,상담_학부모,pdf,8.55,3,/Volumes/Untitled/업로드 후보_v2/기타/학부모연수_2교시_김재선_학생성공시대를_실현하는_학생_선택_교육과정의_이해와_실제.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,면접특강 by 상근쌤,상담_학부모,pdf,7.47,3,/Volumes/Untitled/업로드 후보_v2/기타/면접특강_by_상근쌤.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2025 찾아가는 학부모 고입진로설명회 자료집(게시용),상담_학부모,pdf,7.24,3,/Volumes/Untitled/업로드 후보_v2/기타/2025_찾아가는_학부모_고입진로설명회_자료집(게시용).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,초등 깊이있는 수업이야기 다함께 나누다 8월호,수업_교재,pdf,67.98,3,/Volumes/Untitled/업로드 후보_v2/기타/초등_깊이있는_수업이야기_다함께_나누다_8월호.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,[모두의 진로] 학생용 워크북 중학교 수정본,수업_교재,pdf,36.22,3,/Volumes/Untitled/업로드 후보_v2/기타/[모두의_진로]_학생용_워크북_중학교_수정본.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,허재성대표님 강의 2주차,수업_교재,pdf,28.47,3,/Volumes/Untitled/업로드 후보_v2/기타/허재성대표님_강의_2주차.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,[경상북도교육쳥] 중학교 경제교육 학습자료(2022),수업_교재,pdf,28.11,3,/Volumes/Untitled/업로드 후보_v2/기타/[경상북도교육쳥]_중학교_경제교육_학습자료(2022).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,한국학원대 - 기적의 암기법 강의자료,수업_교재,pdf,26.39,3,/Volumes/Untitled/업로드 후보_v2/기타/한국학원대_-_기적의_암기법_강의자료.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,초등미술 3학년 교과서활동지모음집(최종) - 웹용,수업_교재,pdf,23.06,3,/Volumes/Untitled/업로드 후보_v2/기타/초등미술_3학년_교과서활동지모음집(최종)_-_웹용.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2025 중등 교과별 논술형 평가 문항(과학),수업_교재,pdf,20.75,3,/Volumes/Untitled/업로드 후보_v2/기타/2025_중등_교과별_논술형_평가_문항(과학).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2025 중등 교과별 논술형 평가 문항(사회),수업_교재,pdf,18.88,3,/Volumes/Untitled/업로드 후보_v2/기타/2025_중등_교과별_논술형_평가_문항(사회).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,초등미술 4학년 교과서활동지모음집(최종) - 웹용,수업_교재,pdf,13.79,3,/Volumes/Untitled/업로드 후보_v2/기타/초등미술_4학년_교과서활동지모음집(최종)_-_웹용.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,1-2. 과목 선택 지도,수업_교재,pdf,11.84,3,/Volumes/Untitled/업로드 후보_v2/기타/1-2._과목_선택_지도.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2025 중등 교과별 논술형 평가 문항(수학),수업_교재,pdf,11.18,3,/Volumes/Untitled/업로드 후보_v2/기타/2025_중등_교과별_논술형_평가_문항(수학).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2025 중등 교과별 논술형 평가 문항(영어),수업_교재,pdf,10.58,3,/Volumes/Untitled/업로드 후보_v2/기타/2025_중등_교과별_논술형_평가_문항(영어).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2025 중등 교과별 논술형 평가 문항(국어),수업_교재,pdf,10.32,3,/Volumes/Untitled/업로드 후보_v2/기타/2025_중등_교과별_논술형_평가_문항(국어).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,기계공학과 지망생을 위한 학년별 과목 선택 완벽 가이드 NotebookLM Slide,수업_교재,pdf,9.87,3,/Volumes/Untitled/업로드 후보_v2/기타/기계공학과_지망생을_위한_학년별_과목_선택_완벽_가이드_NotebookLM_Slide.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,깊이있는 수업 소식 다함께 나누다(vol 3) 10월호,수업_교재,pdf,8.50,3,/Volumes/Untitled/업로드 후보_v2/기타/깊이있는_수업_소식_다함께_나누다(vol_3)_10월호.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,교과서를 활용한 탐구활동,수업_교재,pdf,7.58,3,/Volumes/Untitled/업로드 후보_v2/기타/교과서를_활용한_탐구활동.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,(250422)2025. 학교생활기록부 기재 역량강화 연수 강의원고(중마고 박서영),수업_교재,pdf,7.42,3,/Volumes/Untitled/업로드 후보_v2/기타/(250422)2025._학교생활기록부_기재_역량강화_연수_강의원고(중마고_박서영).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,57번 샘플 공통수학1 중간 서술형 교재 '주도권',수업_교재,pdf,7.12,3,/Volumes/Untitled/업로드 후보_v2/기타/57번_샘플_공통수학1_중간_서술형_교재_'주도권'.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,워크북 시즌5,수업_교재,pdf,5.86,3,/Volumes/Untitled/업로드 후보_v2/기타/워크북_시즌5.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2-1.꿈을 디자인하는 진로·진학·직업 로드맵 (중학교) 인천광역시교육청,입시_진학,pdf,65.70,3,/Volumes/Untitled/업로드 후보_v2/기타/2-1.꿈을_디자인하는_진로·진학·직업_로드맵_(중학교)_인천광역시교육청.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,고등학생을 위한 진로연계교육(수능전) 서울특별시교육청,입시_진학,pdf,54.70,3,/Volumes/Untitled/업로드 후보_v2/기타/고등학생을_위한_진로연계교육(수능전)_서울특별시교육청.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2026 수시 대학별 입학설명회 한양경희동국서강,입시_진학,pdf,49.31,3,/Volumes/Untitled/업로드 후보_v2/기타/2026_수시_대학별_입학설명회_한양경희동국서강.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2026학년도 광주광역시 고등학교 입학전형 기본계획 설명회(학부모 대상),입시_진학,pdf,40.60,3,/Volumes/Untitled/업로드 후보_v2/기타/2026학년도_광주광역시_고등학교_입학전형_기본계획_설명회(학부모_대상).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2026 수시 대학별 입학설명회 이화성균중앙건국,입시_진학,pdf,25.85,3,/Volumes/Untitled/업로드 후보_v2/기타/2026_수시_대학별_입학설명회_이화성균중앙건국.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,김영일교육컨설팅 2026 수시배치표(자연1면),입시_진학,pdf,19.71,3,/Volumes/Untitled/업로드 후보_v2/기타/김영일교육컨설팅_2026_수시배치표(자연1면).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,내신 대비 이대로만 따라하자!!,입시_진학,pdf,19.52,3,/Volumes/Untitled/업로드 후보_v2/기타/내신_대비_이대로만_따라하자!!.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,오대교대표님강연회& 겨울학기 설명회 기획,입시_진학,hwp,17.25,3,/Volumes/Untitled/업로드 후보_v2/기타/오대교대표님강연회&_겨울학기_설명회_기획.hwp
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2026음악대학입시의이해,입시_진학,pdf,17.18,3,/Volumes/Untitled/업로드 후보_v2/기타/2026음악대학입시의이해.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2025학년도 울산교육청 대입 수시 면접후기 자료집,입시_진학,pdf,17.02,3,/Volumes/Untitled/업로드 후보_v2/기타/2025학년도_울산교육청_대입_수시_면접후기_자료집.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2028학년도 대학입학전형기본사항 한국대학교육협의회 by Google NotebookLM Slide 요약 20251205 작업,입시_진학,pdf,16.34,3,/Volumes/Untitled/업로드 후보_v2/기타/2028학년도_대학입학전형기본사항_한국대학교육협의회_by_Google_NotebookLM_Slide_요약_20251205_작업.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,[이투스 교육평가연구소] 학부모입시교실 자료집 24년 개정판(배포용) 20250310,입시_진학,pdf,15.73,3,/Volumes/Untitled/업로드 후보_v2/기타/[이투스_교육평가연구소]_학부모입시교실_자료집_24년_개정판(배포용)_20250310.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,대입 정보 매거진 2025년 12월호 vol135,입시_진학,pdf,15.52,3,/Volumes/Untitled/업로드 후보_v2/기타/대입_정보_매거진_2025년_12월호_vol135.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,쎈(SEN)진학 2025학년도 고1 2학년 진학지도 자료집 서울특별시교육청교육연구정보원,입시_진학,pdf,15.23,3,/Volumes/Untitled/업로드 후보_v2/기타/쎈(SEN)진학_2025학년도_고1_2학년_진학지도_자료집_서울특별시교육청교육연구정보원.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,쎈(SEN)진학 2025학년도 고1 2학년 진학지도 자료집,입시_진학,pdf,14.97,3,/Volumes/Untitled/업로드 후보_v2/기타/쎈(SEN)진학_2025학년도_고1_2학년_진학지도_자료집.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,1. 2026 주요 대학 수시모집전형 분석 및 지원 전략(2025.7.11)-전남교육청(제출용),입시_진학,pdf,13.80,3,/Volumes/Untitled/업로드 후보_v2/기타/1._2026_주요_대학_수시모집전형_분석_및_지원_전략(2025.7.11)-전남교육청(제출용).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2025 학생부 기재요령 교과학습발달상황(1학년),입시_진학,pdf,13.76,3,/Volumes/Untitled/업로드 후보_v2/기타/2025_학생부_기재요령_교과학습발달상황(1학년).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,대입정보매거진 vol.134 2025년 10월 대교협,입시_진학,pdf,12.91,3,/Volumes/Untitled/업로드 후보_v2/기타/대입정보매거진_vol.134_2025년_10월_대교협.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2026 중앙대 학생부종합 가이드북,입시_진학,pdf,12.61,3,/Volumes/Untitled/업로드 후보_v2/기타/2026_중앙대_학생부종합_가이드북.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2026학년도 경남교육청 대입을 위한 면접 전략 자료집 학생부 기반 면접 자료집,입시_진학,pdf,12.49,3,/Volumes/Untitled/업로드 후보_v2/기타/2026학년도_경남교육청_대입을_위한_면접_전략_자료집_학생부_기반_면접_자료집.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,고등학생+대입정보+가이드북 (1),입시_진학,pdf,12.13,3,/Volumes/Untitled/업로드 후보_v2/기타/고등학생+대입정보+가이드북_(1).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,쎈(SEN)진학 2026 정시 대학별분석1 서울권 일반대학교 책갈피 추가 by 훈선생,입시_진학,pdf,11.81,3,/Volumes/Untitled/업로드 후보_v2/기타/쎈(SEN)진학_2026_정시_대학별분석1_서울권_일반대학교_책갈피_추가_by_훈선생.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,대입제도의변화와선택형교육과정지도사례(목포고 송미강),입시_진학,pdf,11.28,3,/Volumes/Untitled/업로드 후보_v2/기타/대입제도의변화와선택형교육과정지도사례(목포고_송미강).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2 쎈(SEN)진학 2026 대입 수시 대학별 분석Ⅰ(서울권),입시_진학,pdf,11.19,3,/Volumes/Untitled/업로드 후보_v2/기타/2_쎈(SEN)진학_2026_대입_수시_대학별_분석Ⅰ(서울권).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2026 대입의 이해와 대비(전남교육청 면목고 이재영),입시_진학,pdf,10.30,3,/Volumes/Untitled/업로드 후보_v2/기타/2026_대입의_이해와_대비(전남교육청_면목고_이재영).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2025 대입 수시모집 대비 면접자료집 부산광역시교육청 20240915,입시_진학,pdf,10.18,3,/Volumes/Untitled/업로드 후보_v2/기타/2025_대입_수시모집_대비_면접자료집_부산광역시교육청_20240915.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,KHU Alliance 진로진학상담교사 워크숍 자료집,입시_진학,pdf,10.17,3,/Volumes/Untitled/업로드 후보_v2/기타/KHU_Alliance_진로진학상담교사_워크숍_자료집.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2025학년도 부산교육청 수시모집 대비 면접자료집,입시_진학,pdf,9.97,3,/Volumes/Untitled/업로드 후보_v2/기타/2025학년도_부산교육청_수시모집_대비_면접자료집.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2-2. 성공적인 진학지도,입시_진학,pdf,9.95,3,/Volumes/Untitled/업로드 후보_v2/기타/2-2._성공적인_진학지도.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,보인다 8.0 학부모 진로 진학 Q&A 100선 웹용-최종(20240930) 파트3,입시_진학,pdf,9.89,3,/Volumes/Untitled/업로드 후보_v2/기타/보인다_8.0_학부모_진로_진학_Q&A_100선_웹용-최종(20240930)_파트3.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,보인다 8.0 학부모 진로 진학 Q&A 100선 웹용-최종(20240930) 파트1,입시_진학,pdf,9.81,3,/Volumes/Untitled/업로드 후보_v2/기타/보인다_8.0_학부모_진로_진학_Q&A_100선_웹용-최종(20240930)_파트1.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,보인다 8.0 학부모 진로 진학 Q&A 100선 웹용-최종(20240930) 파트4,입시_진학,pdf,9.77,3,/Volumes/Untitled/업로드 후보_v2/기타/보인다_8.0_학부모_진로_진학_Q&A_100선_웹용-최종(20240930)_파트4.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,보인다 8.0 학부모 진로 진학 Q&A 100선 웹용-최종(20240930) 파트2,입시_진학,pdf,9.76,3,/Volumes/Untitled/업로드 후보_v2/기타/보인다_8.0_학부모_진로_진학_Q&A_100선_웹용-최종(20240930)_파트2.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,김영일교육컨설팅 2026 수시배치표(인문2면),입시_진학,pdf,9.72,3,/Volumes/Untitled/업로드 후보_v2/기타/김영일교육컨설팅_2026_수시배치표(인문2면).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,보인다 8.0 학부모 진로 진학 Q&A 100선 웹용-최종(20240930) 파트5,입시_진학,pdf,9.72,3,/Volumes/Untitled/업로드 후보_v2/기타/보인다_8.0_학부모_진로_진학_Q&A_100선_웹용-최종(20240930)_파트5.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,쎈(SEN)진학 2026 대입 수시 대학별 분석Ⅰ 서울권 일반대학교,입시_진학,pdf,9.65,3,/Volumes/Untitled/업로드 후보_v2/기타/쎈(SEN)진학_2026_대입_수시_대학별_분석Ⅰ_서울권_일반대학교.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,[고등학교]고교학점제와 학생부 차별화 전략 학남고 은동현(배포용),입시_진학,pdf,9.60,3,/Volumes/Untitled/업로드 후보_v2/기타/[고등학교]고교학점제와_학생부_차별화_전략_학남고_은동현(배포용).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2027학년도 중앙대학교 입학전형시행계획,입시_진학,pdf,9.40,3,/Volumes/Untitled/업로드 후보_v2/기타/2027학년도_중앙대학교_입학전형시행계획.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,고교 학점제& 학생부 전략 by smart 상근쌤(배포용),입시_진학,pdf,9.33,3,/Volumes/Untitled/업로드 후보_v2/기타/고교_학점제&_학생부_전략_by_smart_상근쌤(배포용).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,보인다 8.0 학부모 진로 진학 Q&A 100선 웹용-최종(20240930) 파트6,입시_진학,pdf,9.28,3,/Volumes/Untitled/업로드 후보_v2/기타/보인다_8.0_학부모_진로_진학_Q&A_100선_웹용-최종(20240930)_파트6.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,[중학교]고교학점제와 학생부 차별화 전략 학남고 은동현(배포용),입시_진학,pdf,9.06,3,/Volumes/Untitled/업로드 후보_v2/기타/[중학교]고교학점제와_학생부_차별화_전략_학남고_은동현(배포용).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,쎈(SEN)진학 2026 정시 대학별분석3 수도권대학교 책갈피 추가 by 훈선생,입시_진학,pdf,8.62,3,/Volumes/Untitled/업로드 후보_v2/기타/쎈(SEN)진학_2026_정시_대학별분석3_수도권대학교_책갈피_추가_by_훈선생.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2026 동국대 학생부종합전형 가이드북,입시_진학,pdf,8.61,3,/Volumes/Untitled/업로드 후보_v2/기타/2026_동국대_학생부종합전형_가이드북.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2025광주진로진학박람회 체육계열 설명회 강의자료 노동기 선생님 제공,입시_진학,pdf,8.50,3,/Volumes/Untitled/업로드 후보_v2/기타/2025광주진로진학박람회_체육계열_설명회_강의자료_노동기_선생님_제공.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2026 체육대학 입시의 이해 및 준비 방법-부산교육청 최종(배포용),입시_진학,pdf,8.14,3,/Volumes/Untitled/업로드 후보_v2/기타/2026_체육대학_입시의_이해_및_준비_방법-부산교육청_최종(배포용).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,김영일교육컨설팅 2026 수시배치표(자연2면),입시_진학,pdf,8.05,3,/Volumes/Untitled/업로드 후보_v2/기타/김영일교육컨설팅_2026_수시배치표(자연2면).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,대학교육 9 대학교육지 224호 대학의 관점에서 보는 2028 대입제도 김경범 서울대학교 서어서문학과 기금교수 20240401,입시_진학,pdf,8.00,3,/Volumes/Untitled/업로드 후보_v2/기타/대학교육_9_대학교육지_224호_대학의_관점에서_보는_2028_대입제도_김경범_서울대학교_서어서문학과_기금교수_20240401.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,(C강좌 2차시) 2026 대입전형의 이해와 지원전략(상반기진학지도역량연수),입시_진학,pdf,7.74,3,/Volumes/Untitled/업로드 후보_v2/기타/(C강좌_2차시)_2026_대입전형의_이해와_지원전략(상반기진학지도역량연수).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2026 알토란! 수시대박 입맞춤(기본편 in 서울권)(20240903)(완료)-2,입시_진학,pdf,7.38,3,/Volumes/Untitled/업로드 후보_v2/기타/2026_알토란!_수시대박_입맞춤(기본편_in_서울권)(20240903)(완료)-2.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,3. (교사용)2026 대입 수시모집 미술계열 분석과 전략,입시_진학,pdf,7.34,3,/Volumes/Untitled/업로드 후보_v2/기타/3._(교사용)2026_대입_수시모집_미술계열_분석과_전략.pdf
