stage,stage_reason,title,category_hint,file_type,size_mb,priority,candidate_path
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,[고등학교][신입생]고교학점제와 학생부 차별화 전략 학남고 은동현(배포용),입시_진학,pdf,7.33,3,/Volumes/Untitled/업로드 후보_v2/기타/[고등학교][신입생]고교학점제와_학생부_차별화_전략_학남고_은동현(배포용).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,인천광역시교육청 키워드로 대비하는 학생부종합전형 26개 분야 핵심 키워드 Gamma 피상훈 소장,입시_진학,pdf,7.33,3,/Volumes/Untitled/업로드 후보_v2/기타/인천광역시교육청_키워드로_대비하는_학생부종합전형_26개_분야_핵심_키워드_Gamma_피상훈_소장.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,(강의1) 2028 대입개편안에 따른 진로진학설계,입시_진학,pdf,7.14,3,/Volumes/Untitled/업로드 후보_v2/기타/(강의1)_2028_대입개편안에_따른_진로진학설계.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2. (학생학부모용) 2025 대입 수시모집 결과 및 2026 대입 수시모집의 방향,입시_진학,pdf,7.08,3,/Volumes/Untitled/업로드 후보_v2/기타/2._(학생학부모용)_2025_대입_수시모집_결과_및_2026_대입_수시모집의_방향.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,3 쎈(SEN)진학 2026 대입 수시 대학별 분석Ⅱ(수도권 국가거점국립대),입시_진학,pdf,7.07,3,/Volumes/Untitled/업로드 후보_v2/기타/3_쎈(SEN)진학_2026_대입_수시_대학별_분석Ⅱ(수도권_국가거점국립대).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,1 쎈(SEN)진학 2026 대입 수시 진학지도 길잡이(총론),입시_진학,pdf,6.97,3,/Volumes/Untitled/업로드 후보_v2/기타/1_쎈(SEN)진학_2026_대입_수시_진학지도_길잡이(총론).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2026정시파노라마 인천교육청,입시_진학,pdf,6.82,3,/Volumes/Untitled/업로드 후보_v2/기타/2026정시파노라마_인천교육청.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,[인천시교육청] 2026학년도 대입 정시파노라마,입시_진학,pdf,6.82,3,/Volumes/Untitled/업로드 후보_v2/기타/[인천시교육청]_2026학년도_대입_정시파노라마.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,김영일교육컨설팅 2026학년도 수시 배치표,입시_진학,pdf,6.81,3,/Volumes/Untitled/업로드 후보_v2/기타/김영일교육컨설팅_2026학년도_수시_배치표.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2024 학부모 질문·진학 Q&A 100선 요약 1장 2022 개정 교육과정 및 정책 by 세종특별자치시교육청 진로교육원 from PDF to Gamma,입시_진학,pdf,6.70,3,/Volumes/Untitled/업로드 후보_v2/기타/2024_학부모_질문·진학_Q&A_100선_요약_1장_2022_개정_교육과정_및_정책_by_세종특별자치시교육청_진로교육원_from_PDF_to_Gamma.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2026 대입 수시 합격드림 설명회 2부 상문고 박창욱선생님,입시_진학,pdf,6.56,3,/Volumes/Untitled/업로드 후보_v2/기타/2026_대입_수시_합격드림_설명회_2부_상문고_박창욱선생님.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,(원고) 2026~2027 대입전형의 이해와 효율적인 지도 방안(숭의여교-정제원) (1),입시_진학,pdf,6.45,3,/Volumes/Untitled/업로드 후보_v2/기타/(원고)_2026~2027_대입전형의_이해와_효율적인_지도_방안(숭의여교-정제원)_(1).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,쎈(SEN)진학 2026 정시 대학별분석2 국가거점국립대학교 책갈피 추가 by 훈선생,입시_진학,pdf,6.25,3,/Volumes/Untitled/업로드 후보_v2/기타/쎈(SEN)진학_2026_정시_대학별분석2_국가거점국립대학교_책갈피_추가_by_훈선생.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,최종 수능대비 수1수2확통 기본공식,입시_진학,pdf,6.13,3,/Volumes/Untitled/업로드 후보_v2/기타/최종_수능대비_수1수2확통_기본공식.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,(D강좌 1차시) 2028학년도 대입제도 개편의 이해와 준비,입시_진학,pdf,5.61,3,/Volumes/Untitled/업로드 후보_v2/기타/(D강좌_1차시)_2028학년도_대입제도_개편의_이해와_준비.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,(강좌3) 어디가를 활용한 진로진학설계 방안,입시_진학,pdf,5.48,3,/Volumes/Untitled/업로드 후보_v2/기타/(강좌3)_어디가를_활용한_진로진학설계_방안.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,(강좌3) 어디가를 활용한 진로진학설계 방안 울산광역시교육청,입시_진학,pdf,5.48,3,/Volumes/Untitled/업로드 후보_v2/기타/(강좌3)_어디가를_활용한_진로진학설계_방안_울산광역시교육청.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,최종 수능대비 수1수2미적 기본공식,입시_진학,pdf,5.40,3,/Volumes/Untitled/업로드 후보_v2/기타/최종_수능대비_수1수2미적_기본공식.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,[이즈유 경희대 진로진학 워크숍 자료해석 권정안],입시_진학,pdf,5.37,3,/Volumes/Untitled/업로드 후보_v2/기타/[이즈유_경희대_진로진학_워크숍_자료해석_권정안].pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2026 정시 대학별분석3 수도권대학교 책갈피 추가 by 훈선생 압축,입시_진학,pdf,5.25,3,/Volumes/Untitled/업로드 후보_v2/기타/2026_정시_대학별분석3_수도권대학교_책갈피_추가_by_훈선생_압축.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,김영일교육컨설팅 2026 수시배치표(인문1면),입시_진학,pdf,5.18,3,/Volumes/Untitled/업로드 후보_v2/기타/김영일교육컨설팅_2026_수시배치표(인문1면).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,3. 2025 전남교육청 의대전략및MMI이해(제출),입시_진학,pdf,5.14,3,/Volumes/Untitled/업로드 후보_v2/기타/3._2025_전남교육청_의대전략및MMI이해(제출).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2026 미술대학 입시의 이해와 진학 준비 부산광역시교육청,입시_진학,pdf,5.11,3,/Volumes/Untitled/업로드 후보_v2/기타/2026_미술대학_입시의_이해와_진학_준비_부산광역시교육청.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,[당그팀]26학년도 수능 분석본,입시_진학,pdf,5.10,3,/Volumes/Untitled/업로드 후보_v2/기타/[당그팀]26학년도_수능_분석본.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,★(초등학교)+2022+개정+교육과정+범교과+주제+적용+안내자료,정책_공문,hwp,60.38,3,/Volumes/Untitled/업로드 후보_v2/기타/★(초등학교)+2022+개정+교육과정+범교과+주제+적용+안내자료.hwp
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2. [교사용] 고교학점제 워크북 교사용 가이드,정책_공문,pdf,58.45,3,/Volumes/Untitled/업로드 후보_v2/기타/2._[교사용]_고교학점제_워크북_교사용_가이드.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,1. [학생용] 고교학점제 워크북,정책_공문,pdf,47.97,3,/Volumes/Untitled/업로드 후보_v2/기타/1._[학생용]_고교학점제_워크북.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2024학년도 중1~3학년 학부모 대상 고교학점제 설명회 강의자료,정책_공문,pdf,46.62,3,/Volumes/Untitled/업로드 후보_v2/기타/2024학년도_중1~3학년_학부모_대상_고교학점제_설명회_강의자료.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,★(중학교)+2022+개정+교육과정+범교과+주제+적용+안내자료,정책_공문,hwp,33.60,3,/Volumes/Untitled/업로드 후보_v2/기타/★(중학교)+2022+개정+교육과정+범교과+주제+적용+안내자료.hwp
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,사서와 함께 행복한 책읽기 2025년 가을호 경기도교육청도서관,정책_공문,pdf,31.49,3,/Volumes/Untitled/업로드 후보_v2/기타/사서와_함께_행복한_책읽기_2025년_가을호_경기도교육청도서관.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,3. [교사용] 고교학점제 워크북 수업연계활동자료,정책_공문,pdf,31.42,3,/Volumes/Untitled/업로드 후보_v2/기타/3._[교사용]_고교학점제_워크북_수업연계활동자료.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,★(고등학교)+2022+개정+교육과정+범교과+주제+적용+안내자료,정책_공문,hwp,25.34,3,/Volumes/Untitled/업로드 후보_v2/기타/★(고등학교)+2022+개정+교육과정+범교과+주제+적용+안내자료.hwp
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2025학년 전남교육청 면접자료 정리해DREAM,정책_공문,pdf,23.21,3,/Volumes/Untitled/업로드 후보_v2/기타/2025학년_전남교육청_면접자료_정리해DREAM.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2026 고입 파노라마(인천광역시교육청),정책_공문,pdf,21.54,3,/Volumes/Untitled/업로드 후보_v2/기타/2026_고입_파노라마(인천광역시교육청).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,과학탐구(통합과학) 영역 문항 자료집(경기도교육청),정책_공문,pdf,19.67,3,/Volumes/Untitled/업로드 후보_v2/기타/과학탐구(통합과학)_영역_문항_자료집(경기도교육청).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2022개정 고등학교 과목선택 안내자료(충남교육청),정책_공문,pdf,19.22,3,/Volumes/Untitled/업로드 후보_v2/기타/2022개정_고등학교_과목선택_안내자료(충남교육청).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2025 미리 보는 중학교 생활 「중학교 가는 길」 경상북도교육청,정책_공문,pdf,19.16,3,/Volumes/Untitled/업로드 후보_v2/기타/2025_미리_보는_중학교_생활_「중학교_가는_길」_경상북도교육청.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,시교육청 중등교육과-2025 고교학점제 학부모 연수 자료집 인천광역시교육청 고교학점제 지원센터,정책_공문,pdf,18.21,3,/Volumes/Untitled/업로드 후보_v2/기타/시교육청_중등교육과-2025_고교학점제_학부모_연수_자료집_인천광역시교육청_고교학점제_지원센터.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2026년 학교는 이렇게 바뀝니다 교육부 주요 정책 총정리 by 별의별 교육연구소 from Youtube to NotebookLM Slide 20260208,정책_공문,pdf,17.28,3,/Volumes/Untitled/업로드 후보_v2/기타/2026년_학교는_이렇게_바뀝니다_교육부_주요_정책_총정리_by_별의별_교육연구소_from_Youtube_to_NotebookLM_Slide_20260208.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2022 개정 교육과정 통합과학과 빌 브라이슨 '거의 모든 것의 역사 융합' 혁신 by Google NotebookLM Slide 자료 3가지 관점,정책_공문,pdf,14.44,3,/Volumes/Untitled/업로드 후보_v2/기타/2022_개정_교육과정_통합과학과_빌_브라이슨_'거의_모든_것의_역사_융합'_혁신_by_Google_NotebookLM_Slide_자료_3가지_관점.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,[경상북도교육청] 고등학교 경제교육 교수학습자료(2022),정책_공문,pdf,12.81,3,/Volumes/Untitled/업로드 후보_v2/기타/[경상북도교육청]_고등학교_경제교육_교수학습자료(2022).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,경기도교육청 IB 중학교 교육 프로그램(MYP),정책_공문,pdf,11.85,3,/Volumes/Untitled/업로드 후보_v2/기타/경기도교육청_IB_중학교_교육_프로그램(MYP).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,고교학점제 미리보기(학생용 배부자료) 인천광역시교육청 고교학점제 지원센터,정책_공문,pdf,10.97,3,/Volumes/Untitled/업로드 후보_v2/기타/고교학점제_미리보기(학생용_배부자료)_인천광역시교육청_고교학점제_지원센터.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,★(중학교)+2022+개정+교육과정+범교과+주제+적용+안내자료 교육부,정책_공문,pdf,10.71,3,/Volumes/Untitled/업로드 후보_v2/기타/★(중학교)+2022+개정+교육과정+범교과+주제+적용+안내자료_교육부.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2025학년도 학교생활기록부 기재요령 주요 개정사항 연수 강의 자료(중)(배포용자료),정책_공문,pdf,10.61,3,/Volumes/Untitled/업로드 후보_v2/기타/2025학년도_학교생활기록부_기재요령_주요_개정사항_연수_강의_자료(중)(배포용자료).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2025년 신입생 학부모를 위한 중학교 안내서 경기도교육청,정책_공문,pdf,10.03,3,/Volumes/Untitled/업로드 후보_v2/기타/2025년_신입생_학부모를_위한_중학교_안내서_경기도교육청.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2025 신입생 학부모교육자료집《중학교》 경기도교육청,정책_공문,pdf,9.96,3,/Volumes/Untitled/업로드 후보_v2/기타/2025_신입생_학부모교육자료집《중학교》_경기도교육청.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,[충청남도교육청] 2026학년도 제시문기반 면접대비 자료집(과학),정책_공문,pdf,9.92,3,/Volumes/Untitled/업로드 후보_v2/기타/[충청남도교육청]_2026학년도_제시문기반_면접대비_자료집(과학).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,[경상북도교육청] 중학교 가는 길,정책_공문,pdf,9.80,3,/Volumes/Untitled/업로드 후보_v2/기타/[경상북도교육청]_중학교_가는_길.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,서논술형 평가 도구 개발의 방법과 사례 교과 공통 평가 기준과 요소 분석 교육부 & 한국교육과정평가원 외,정책_공문,pdf,9.41,3,/Volumes/Untitled/업로드 후보_v2/기타/서논술형_평가_도구_개발의_방법과_사례_교과_공통_평가_기준과_요소_분석_교육부_&_한국교육과정평가원_외.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,BioINglobal[No.86] 합성생물학의 미래 정책 과제와 혁신 기회,정책_공문,pdf,9.39,3,/Volumes/Untitled/업로드 후보_v2/기타/BioINglobal[No.86]_합성생물학의_미래_정책_과제와_혁신_기회.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,서논술형 평가 도구 개발의 방법과 사례 사회 교과와 과학 교과의 평가 공통점과 차이점 분석 교육부 외,정책_공문,pdf,9.38,3,/Volumes/Untitled/업로드 후보_v2/기타/서논술형_평가_도구_개발의_방법과_사례_사회_교과와_과학_교과의_평가_공통점과_차이점_분석_교육부_외.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,서논술형 평가 도구 개발의 방법과 사례 사회 교과 '정보화와 인권의 확장' 사례 교육부 외,정책_공문,pdf,9.28,3,/Volumes/Untitled/업로드 후보_v2/기타/서논술형_평가_도구_개발의_방법과_사례_사회_교과_'정보화와_인권의_확장'_사례_교육부_외.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,학부모연수 1교시 임진택 고교학점제에 따른 진로 학업 설계 방향,정책_공문,pdf,8.98,3,/Volumes/Untitled/업로드 후보_v2/기타/학부모연수_1교시_임진택_고교학점제에_따른_진로_학업_설계_방향.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,[충청남도교육청] 2026학년도 제시문기반 면접대비 자료집(수학),정책_공문,pdf,8.35,3,/Volumes/Untitled/업로드 후보_v2/기타/[충청남도교육청]_2026학년도_제시문기반_면접대비_자료집(수학).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2025 대학별 논술 문항 분석 및 지원 전략 I 경기교육청 20250817,정책_공문,pdf,7.30,3,/Volumes/Untitled/업로드 후보_v2/기타/2025_대학별_논술_문항_분석_및_지원_전략_I_경기교육청_20250817.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,(홈페이지탑재)서울 중학교 학생 학부모 대상 고교학점제 설명회,정책_공문,pdf,7.22,3,/Volumes/Untitled/업로드 후보_v2/기타/(홈페이지탑재)서울_중학교_학생_학부모_대상_고교학점제_설명회.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,(C강좌 1차시) 고교학점제에 따른 선택과목 지도 방안,정책_공문,pdf,6.82,3,/Volumes/Untitled/업로드 후보_v2/기타/(C강좌_1차시)_고교학점제에_따른_선택과목_지도_방안.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,[교육부] 진로연계교육 설계를 위한 디딤돌안내서 (중학교),정책_공문,pdf,6.74,3,/Volumes/Untitled/업로드 후보_v2/기타/[교육부]_진로연계교육_설계를_위한_디딤돌안내서_(중학교).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,[교육부] 진로연계교육 설계를 위한 디딤돌안내서 (고등학교),정책_공문,pdf,6.69,3,/Volumes/Untitled/업로드 후보_v2/기타/[교육부]_진로연계교육_설계를_위한_디딤돌안내서_(고등학교).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,[광주시교육청] 빛고을 진로학업설계서 (2025),정책_공문,pdf,6.61,3,/Volumes/Untitled/업로드 후보_v2/기타/[광주시교육청]_빛고을_진로학업설계서_(2025).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,[경상남도교육청] 학점기반 교육과정 설계운영을 위한 연수자료 (2025),정책_공문,pdf,6.35,3,/Volumes/Untitled/업로드 후보_v2/기타/[경상남도교육청]_학점기반_교육과정_설계운영을_위한_연수자료_(2025).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,[세종시교육청] 2024 보인다 9.0 대학 전공학과 길라잡이,정책_공문,pdf,6.09,3,/Volumes/Untitled/업로드 후보_v2/기타/[세종시교육청]_2024_보인다_9.0_대학_전공학과_길라잡이.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2025학년도 예비 고1 학부모 대상 고등학교 교육과정 및 고교학점제 연수 자료 부산진고 이창현 교사 부산광역시교육청 고교학점제 지원센터,정책_공문,pdf,5.84,3,/Volumes/Untitled/업로드 후보_v2/기타/2025학년도_예비_고1_학부모_대상_고등학교_교육과정_및_고교학점제_연수_자료_부산진고_이창현_교사_부산광역시교육청_고교학점제_지원센터.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,[서울]2025학년도 2022 개정 교육과정 선택 과목 안내서(낱장) (250529),정책_공문,pdf,5.84,3,/Volumes/Untitled/업로드 후보_v2/기타/[서울]2025학년도_2022_개정_교육과정_선택_과목_안내서(낱장)_(250529).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,AI 인재 양성 정책과 학원의 AI 대응 기회 창출 전략 리포트,정책_공문,pdf,5.72,3,/Volumes/Untitled/업로드 후보_v2/기타/AI_인재_양성_정책과_학원의_AI_대응_기회_창출_전략_리포트.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,[도교육청]2026. 면접자료 정리해DREAM,정책_공문,pdf,5.66,3,/Volumes/Untitled/업로드 후보_v2/기타/[도교육청]2026._면접자료_정리해DREAM.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2022개정 한눈에 보는 진로 자료 모음집(중고공통),정책_공문,pdf,5.63,3,/Volumes/Untitled/업로드 후보_v2/기타/2022개정_한눈에_보는_진로_자료_모음집(중고공통).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,22개정 중학 국어1 토의토론배움깊이더하기자료집(교사용),정책_공문,pdf,5.62,3,/Volumes/Untitled/업로드 후보_v2/기타/22개정_중학_국어1_토의토론배움깊이더하기자료집(교사용).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,2025년 신입생 학부모를 위한 고등학교 안내서 경기도교육청,정책_공문,pdf,5.50,3,/Volumes/Untitled/업로드 후보_v2/기타/2025년_신입생_학부모를_위한_고등학교_안내서_경기도교육청.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,22개정 중학 국어1 토의토론배움깊이더하기자료집(학생용),정책_공문,pdf,5.48,3,/Volumes/Untitled/업로드 후보_v2/기타/22개정_중학_국어1_토의토론배움깊이더하기자료집(학생용).pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,AI튜터 학원매뉴얼,학원운영,pdf,14.64,3,/Volumes/Untitled/업로드 후보_v2/기타/AI튜터_학원매뉴얼.pdf
즉시 게시,핵심 카테고리 + 문서형으로 즉시 활용 가능,펜을 만드는 학원 0215 2024,학원운영,docx,6.00,3,/Volumes/Untitled/업로드 후보_v2/기타/펜을_만드는_학원_0215_2024.docx
검수 필요,기타 카테고리 문서형으로 제목/설명 정제 후 게시 가능,읽기+유창성과+독해력+향상을+위한+읽기+검사지(KICE+Reading+Inventory) (1),기타,pdf,38.67,3,/Volumes/Untitled/업로드 후보_v2/기타/읽기+유창성과+독해력+향상을+위한+읽기+검사지(KICE+Reading+Inventory)_(1).pdf
검수 필요,기타 카테고리 문서형으로 제목/설명 정제 후 게시 가능,읽기+유창성과+독해력+향상을+위한+읽기+검사지(KICE+Reading+Inventory),기타,pdf,38.67,3,/Volumes/Untitled/업로드 후보_v2/기타/읽기+유창성과+독해력+향상을+위한+읽기+검사지(KICE+Reading+Inventory).pdf
검수 필요,기타 카테고리 문서형으로 제목/설명 정제 후 게시 가능,전 세계 위인들이 인정한 역사상 최고의 천재 by 범준에 물리다 with 수학자 김상현 교수 from Youtube to NotebookLM Slide 20250531,기타,pdf,20.91,3,/Volumes/Untitled/업로드 후보_v2/기타/전_세계_위인들이_인정한_역사상_최고의_천재_by_범준에_물리다_with_수학자_김상현_교수_from_Youtube_to_NotebookLM_Slide_20250531.pdf
검수 필요,기타 카테고리 문서형으로 제목/설명 정제 후 게시 가능,나와 함께 준비하는 중학생활(수정본),기타,pdf,19.64,3,/Volumes/Untitled/업로드 후보_v2/기타/나와_함께_준비하는_중학생활(수정본).pdf
검수 필요,기타 카테고리 문서형으로 제목/설명 정제 후 게시 가능,2025 미리 보는 중학교 생활 「중학교 가는 길」,기타,pdf,19.15,3,/Volumes/Untitled/업로드 후보_v2/기타/2025_미리_보는_중학교_생활_「중학교_가는_길」.pdf
검수 필요,기타 카테고리 문서형으로 제목/설명 정제 후 게시 가능,돈과 국가 신뢰의 200년,기타,pdf,17.36,3,/Volumes/Untitled/업로드 후보_v2/기타/돈과_국가_신뢰의_200년.pdf
검수 필요,기타 카테고리 문서형으로 제목/설명 정제 후 게시 가능,WTP Education 토론 주제 모음 매우 유용,기타,docx,16.92,3,/Volumes/Untitled/업로드 후보_v2/기타/WTP_Education_토론_주제_모음_매우_유용.docx
검수 필요,기타 카테고리 문서형으로 제목/설명 정제 후 게시 가능,목숨이 걸린 상황에서 내가 살 수 있는 방법은 물리학 VS 수학 by 범준에 물리다 with 수학자 김상현 교수 from Youtube to NotebookLM Slide 20250524,기타,pdf,15.64,3,/Volumes/Untitled/업로드 후보_v2/기타/목숨이_걸린_상황에서_내가_살_수_있는_방법은_물리학_VS_수학_by_범준에_물리다_with_수학자_김상현_교수_from_Youtube_to_NotebookLM_Slide_20250524.pdf
검수 필요,기타 카테고리 문서형으로 제목/설명 정제 후 게시 가능,선배들이 말하는 나의 학종 성공법,기타,pdf,15.22,3,/Volumes/Untitled/업로드 후보_v2/기타/선배들이_말하는_나의_학종_성공법.pdf
검수 필요,기타 카테고리 문서형으로 제목/설명 정제 후 게시 가능,250121 조간 (보도) 인공지능 융합이 강조된 2025년 바이오 미래유망기술 발표,기타,hwp,15.01,3,/Volumes/Untitled/업로드 후보_v2/기타/250121_조간_(보도)_인공지능_융합이_강조된_2025년_바이오_미래유망기술_발표.hwpx
검수 필요,기타 카테고리 문서형으로 제목/설명 정제 후 게시 가능,[특강] 필수현대시95선-기초속성 각론,기타,hwp,14.65,3,/Volumes/Untitled/업로드 후보_v2/기타/[특강]_필수현대시95선-기초속성_각론.hwp
검수 필요,기타 카테고리 문서형으로 제목/설명 정제 후 게시 가능,서울대학교 환경에너지연구실 구성원 저서 및 추천 도서 from Webpage to Gamma 20250302,기타,pdf,14.21,3,/Volumes/Untitled/업로드 후보_v2/기타/서울대학교_환경에너지연구실_구성원_저서_및_추천_도서_from_Webpage_to_Gamma_20250302.pdf
