priority,category_hint,src_path,dst_path,size_mb
3,기타,"/Volumes/Untitled/업로드 전/Sam Altman Thinks-We Need To Change Our Social Contract_인공지능 시대의 사회 계약 변화_from Youtube to Gamma_20250205.pdf","/Volumes/Untitled/업로드 후보_v2/기타/Sam_Altman_Thinks-We_Need_To_Change_Our_Social_Contract_인공지능_시대의_사회_계약_변화_from_Youtube_to_Gamma_20250205.pdf",8.41
3,기타,"/Volumes/Untitled/업로드 전/인류와 AI의 결합이 가져올 소름 끼치는 미래_by 선명한 지구인 with 레이 커즈와일_from Youtube to Gamma_20250621.pdf","/Volumes/Untitled/업로드 후보_v2/기타/인류와_AI의_결합이_가져올_소름_끼치는_미래_by_선명한_지구인_with_레이_커즈와일_from_Youtube_to_Gamma_20250621.pdf",8.38
3,기타,"/Volumes/Untitled/업로드 전/[충청남도교육청] 2026학년도 제시문기반 면접대비 자료집(수학).pdf","/Volumes/Untitled/업로드 후보_v2/기타/[충청남도교육청]_2026학년도_제시문기반_면접대비_자료집(수학).pdf",8.35
3,기타,"/Volumes/Untitled/업로드 전/2025 디지털 튜터 업무길라잡이.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2025_디지털_튜터_업무길라잡이.pdf",8.32
3,기타,"/Volumes/Untitled/업로드 전/독서 방법론 과외식 설명 자료.pdf","/Volumes/Untitled/업로드 후보_v2/기타/독서_방법론_과외식_설명_자료.pdf",8.32
3,기타,"/Volumes/Untitled/업로드 전/2025 KB골든라이프 보고서.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2025_KB골든라이프_보고서.pdf",8.22
3,기타,"/Volumes/Untitled/업로드 전/우리몸모형자료모음집(웹용).pdf","/Volumes/Untitled/업로드 후보_v2/기타/우리몸모형자료모음집(웹용).pdf",8.18
3,기타,"/Volumes/Untitled/업로드 전/2026 체육대학 입시의 이해 및 준비 방법-부산교육청 최종(배포용).pdf","/Volumes/Untitled/업로드 후보_v2/기타/2026_체육대학_입시의_이해_및_준비_방법-부산교육청_최종(배포용).pdf",8.14
3,기타,"/Volumes/Untitled/업로드 전/서울대생이 추천하는 '중·고등학교 때 꼭 읽어보면 좋을 책_by 스튜디오S_from Youtube to Gamma_20240827.pdf","/Volumes/Untitled/업로드 후보_v2/기타/서울대생이_추천하는_'중·고등학교_때_꼭_읽어보면_좋을_책_by_스튜디오S_from_Youtube_to_Gamma_20240827.pdf",8.12
3,기타,"/Volumes/Untitled/업로드 전/2025학년도 고등학교 학교생활기록부 기재요령 주요 개정사항(강진고 이승미).pptx","/Volumes/Untitled/업로드 후보_v2/기타/2025학년도_고등학교_학교생활기록부_기재요령_주요_개정사항(강진고_이승미).pptx",8.09
3,기타,"/Volumes/Untitled/업로드 전/김영일교육컨설팅 2026 수시배치표(자연2면).pdf","/Volumes/Untitled/업로드 후보_v2/기타/김영일교육컨설팅_2026_수시배치표(자연2면).pdf",8.05
3,기타,"/Volumes/Untitled/업로드 전/대학교육 9 대학교육지 224호_대학의 관점에서 보는 2028 대입제도_김경범 서울대학교 서어서문학과 기금교수_20240401.pdf","/Volumes/Untitled/업로드 후보_v2/기타/대학교육_9_대학교육지_224호_대학의_관점에서_보는_2028_대입제도_김경범_서울대학교_서어서문학과_기금교수_20240401.pdf",8.00
3,기타,"/Volumes/Untitled/업로드 전/대학입학 용어사전.pdf","/Volumes/Untitled/업로드 후보_v2/기타/대학입학_용어사전.pdf",7.91
3,기타,"/Volumes/Untitled/업로드 전/외국보다 더 멋진 대한민국 여행지 5곳_by 여행 브로셔_from Youtube to Gamma_20230507.pdf","/Volumes/Untitled/업로드 후보_v2/기타/외국보다_더_멋진_대한민국_여행지_5곳_by_여행_브로셔_from_Youtube_to_Gamma_20230507.pdf",7.81
3,기타,"/Volumes/Untitled/업로드 전/49. 도심의 변화에 따른 기존학교(중학교) 균형 배치 연구.pdf","/Volumes/Untitled/업로드 후보_v2/기타/49._도심의_변화에_따른_기존학교(중학교)_균형_배치_연구.pdf",7.80
3,기타,"/Volumes/Untitled/업로드 전/붙임_5극3특 국가균형성장 추진전략 설계도안(요약+전체) (1).hwp","/Volumes/Untitled/업로드 후보_v2/기타/붙임_5극3특_국가균형성장_추진전략_설계도안(요약+전체)_(1).hwp",7.80
3,기타,"/Volumes/Untitled/업로드 전/(C강좌 2차시) 2026 대입전형의 이해와 지원전략(상반기진학지도역량연수).pdf","/Volumes/Untitled/업로드 후보_v2/기타/(C강좌_2차시)_2026_대입전형의_이해와_지원전략(상반기진학지도역량연수).pdf",7.74
3,기타,"/Volumes/Untitled/업로드 전/3_v0721_바이오리포트_빅데이터_최종.pdf","/Volumes/Untitled/업로드 후보_v2/기타/3_v0721_바이오리포트_빅데이터_최종.pdf",7.74
3,기타,"/Volumes/Untitled/업로드 전/서울대 학생들의 과탐 선택 가이드_by 스튜디오 샤_from Youtube to Gamma_20250218.pdf","/Volumes/Untitled/업로드 후보_v2/기타/서울대_학생들의_과탐_선택_가이드_by_스튜디오_샤_from_Youtube_to_Gamma_20250218.pdf",7.65
3,기타,"/Volumes/Untitled/업로드 전/교과서를 활용한 탐구활동.pdf","/Volumes/Untitled/업로드 후보_v2/기타/교과서를_활용한_탐구활동.pdf",7.58
3,기타,"/Volumes/Untitled/업로드 전/생성형 AI의 발달이 대학 전공에 미치는 영향_by 미래채널 MyF_from Youtube to Gamma_20250614.pdf","/Volumes/Untitled/업로드 후보_v2/기타/생성형_AI의_발달이_대학_전공에_미치는_영향_by_미래채널_MyF_from_Youtube_to_Gamma_20250614.pdf",7.49
3,기타,"/Volumes/Untitled/업로드 전/면접특강 by 상근쌤.pdf","/Volumes/Untitled/업로드 후보_v2/기타/면접특강_by_상근쌤.pdf",7.47
3,기타,"/Volumes/Untitled/업로드 전/서울대 학생들의 과탐 선택 가이드_by 스튜디오 샤_from Youtube to Gamma(PPT)_20250218.pptx","/Volumes/Untitled/업로드 후보_v2/기타/서울대_학생들의_과탐_선택_가이드_by_스튜디오_샤_from_Youtube_to_Gamma(PPT)_20250218.pptx",7.43
3,기타,"/Volumes/Untitled/업로드 전/(250422)2025. 학교생활기록부 기재 역량강화 연수 강의원고(중마고_박서영).pdf","/Volumes/Untitled/업로드 후보_v2/기타/(250422)2025._학교생활기록부_기재_역량강화_연수_강의원고(중마고_박서영).pdf",7.42
3,기타,"/Volumes/Untitled/업로드 전/2026 알토란! 수시대박 입맞춤(기본편 in 서울권)(20240903)(완료)-2.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2026_알토란!_수시대박_입맞춤(기본편_in_서울권)(20240903)(완료)-2.pdf",7.38
3,기타,"/Volumes/Untitled/업로드 전/3. (교사용)2026 대입 수시모집 미술계열 분석과 전략.pdf","/Volumes/Untitled/업로드 후보_v2/기타/3._(교사용)2026_대입_수시모집_미술계열_분석과_전략.pdf",7.34
3,기타,"/Volumes/Untitled/업로드 전/[고등학교][신입생]고교학점제와 학생부 차별화 전략_학남고 은동현(배포용).pdf","/Volumes/Untitled/업로드 후보_v2/기타/[고등학교][신입생]고교학점제와_학생부_차별화_전략_학남고_은동현(배포용).pdf",7.33
3,기타,"/Volumes/Untitled/업로드 전/인천광역시교육청_키워드로 대비하는 학생부종합전형_26개 분야 핵심 키워드_ Gamma 피상훈 소장.pdf","/Volumes/Untitled/업로드 후보_v2/기타/인천광역시교육청_키워드로_대비하는_학생부종합전형_26개_분야_핵심_키워드_Gamma_피상훈_소장.pdf",7.33
3,기타,"/Volumes/Untitled/업로드 전/2025 대학별 논술 문항 분석 및 지원 전략 I_경기교육청_20250817.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2025_대학별_논술_문항_분석_및_지원_전략_I_경기교육청_20250817.pdf",7.30
3,기타,"/Volumes/Untitled/업로드 전/2025 찾아가는 학부모 고입진로설명회 자료집(게시용).pdf","/Volumes/Untitled/업로드 후보_v2/기타/2025_찾아가는_학부모_고입진로설명회_자료집(게시용).pdf",7.24
3,기타,"/Volumes/Untitled/업로드 전/(홈페이지탑재)서울 중학교 학생 학부모 대상 고교학점제 설명회.pdf","/Volumes/Untitled/업로드 후보_v2/기타/(홈페이지탑재)서울_중학교_학생_학부모_대상_고교학점제_설명회.pdf",7.22
3,기타,"/Volumes/Untitled/업로드 전/붙임_5극3특 국가균형성장 추진전략 설계도안(요약+전체) (1).hwpx","/Volumes/Untitled/업로드 후보_v2/기타/붙임_5극3특_국가균형성장_추진전략_설계도안(요약+전체)_(1).hwpx",7.18
3,기타,"/Volumes/Untitled/업로드 전/(강의1) 2028 대입개편안에 따른 진로진학설계.pdf","/Volumes/Untitled/업로드 후보_v2/기타/(강의1)_2028_대입개편안에_따른_진로진학설계.pdf",7.14
3,기타,"/Volumes/Untitled/업로드 전/57번 샘플_공통수학1 중간 서술형 교재 '주도권'.pdf","/Volumes/Untitled/업로드 후보_v2/기타/57번_샘플_공통수학1_중간_서술형_교재_'주도권'.pdf",7.12
3,기타,"/Volumes/Untitled/업로드 전/2. (학생학부모용) 2025 대입 수시모집 결과 및 2026 대입 수시모집의 방향.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2._(학생학부모용)_2025_대입_수시모집_결과_및_2026_대입_수시모집의_방향.pdf",7.08
3,기타,"/Volumes/Untitled/업로드 전/3_쎈(SEN)진학 2026 대입 수시 대학별 분석Ⅱ(수도권_국가거점국립대).pdf","/Volumes/Untitled/업로드 후보_v2/기타/3_쎈(SEN)진학_2026_대입_수시_대학별_분석Ⅱ(수도권_국가거점국립대).pdf",7.07
3,기타,"/Volumes/Untitled/업로드 전/1_쎈(SEN)진학 2026 대입 수시 진학지도 길잡이(총론).pdf","/Volumes/Untitled/업로드 후보_v2/기타/1_쎈(SEN)진학_2026_대입_수시_진학지도_길잡이(총론).pdf",6.97
3,기타,"/Volumes/Untitled/업로드 전/12. 수능연계_2026학년도_EBS수능특강_영어독해연습_어휘List+Test.Zip","/Volumes/Untitled/업로드 후보_v2/기타/12._수능연계_2026학년도_EBS수능특강_영어독해연습_어휘List+Test.zip",6.92
3,기타,"/Volumes/Untitled/업로드 전/2025~2021_수시입시결과_대교협발표추가(배포용)_250724.xlsx","/Volumes/Untitled/업로드 후보_v2/기타/2025~2021_수시입시결과_대교협발표추가(배포용)_250724.xlsx",6.90
3,기타,"/Volumes/Untitled/업로드 전/[IT&Future_Strategy_2025-5]_글로벌_AI∙디지털_혁신_사례로_본_국내_기업_AX_전략.pdf","/Volumes/Untitled/업로드 후보_v2/기타/[IT&Future_Strategy_2025-5]_글로벌_AI∙디지털_혁신_사례로_본_국내_기업_AX_전략.pdf",6.86
3,기타,"/Volumes/Untitled/업로드 전/(C강좌 1차시) 고교학점제에 따른 선택과목 지도 방안.pdf","/Volumes/Untitled/업로드 후보_v2/기타/(C강좌_1차시)_고교학점제에_따른_선택과목_지도_방안.pdf",6.82
3,기타,"/Volumes/Untitled/업로드 전/2026정시파노라마_인천교육청.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2026정시파노라마_인천교육청.pdf",6.82
3,기타,"/Volumes/Untitled/업로드 전/[인천시교육청] 2026학년도 대입 정시파노라마.pdf","/Volumes/Untitled/업로드 후보_v2/기타/[인천시교육청]_2026학년도_대입_정시파노라마.pdf",6.82
3,기타,"/Volumes/Untitled/업로드 전/김영일교육컨설팅 2026학년도 수시 배치표.pdf","/Volumes/Untitled/업로드 후보_v2/기타/김영일교육컨설팅_2026학년도_수시_배치표.pdf",6.81
3,기타,"/Volumes/Untitled/업로드 전/[교육부] 진로연계교육 설계를 위한 디딤돌안내서 (중학교).pdf","/Volumes/Untitled/업로드 후보_v2/기타/[교육부]_진로연계교육_설계를_위한_디딤돌안내서_(중학교).pdf",6.74
3,기타,"/Volumes/Untitled/업로드 전/내년 교육계를 좌우할 6가지 핵심 키워드와 교육 변화의 맥락_by 교육대기자TV_from Lilys to Gemini Canvas_20251211.pptx","/Volumes/Untitled/업로드 후보_v2/기타/내년_교육계를_좌우할_6가지_핵심_키워드와_교육_변화의_맥락_by_교육대기자TV_from_Lilys_to_Gemini_Canvas_20251211.pptx",6.73
3,기타,"/Volumes/Untitled/업로드 전/2024 학부모 질문·진학 Q&A 100선 요약_1장 2022 개정 교육과정 및 정책_by 세종특별자치시교육청 진로교육원_from PDF to Gamma.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2024_학부모_질문·진학_Q&A_100선_요약_1장_2022_개정_교육과정_및_정책_by_세종특별자치시교육청_진로교육원_from_PDF_to_Gamma.pdf",6.70
3,기타,"/Volumes/Untitled/업로드 전/고2 독서 by 밋mit.pdf","/Volumes/Untitled/업로드 후보_v2/기타/고2_독서_by_밋mit.pdf",6.70
3,기타,"/Volumes/Untitled/업로드 전/[교육부] 진로연계교육 설계를 위한 디딤돌안내서 (고등학교).pdf","/Volumes/Untitled/업로드 후보_v2/기타/[교육부]_진로연계교육_설계를_위한_디딤돌안내서_(고등학교).pdf",6.69
3,기타,"/Volumes/Untitled/업로드 전/[자료 1]2025년 연간 도서판매 동향 및 베스트셀러 분석.pdf","/Volumes/Untitled/업로드 후보_v2/기타/[자료_1]2025년_연간_도서판매_동향_및_베스트셀러_분석.pdf",6.68
3,기타,"/Volumes/Untitled/업로드 전/[광주시교육청] 빛고을 진로학업설계서 (2025).pdf","/Volumes/Untitled/업로드 후보_v2/기타/[광주시교육청]_빛고을_진로학업설계서_(2025).pdf",6.61
3,기타,"/Volumes/Untitled/업로드 전/4_v0721_바이오리포트_인체건강_최종.pdf","/Volumes/Untitled/업로드 후보_v2/기타/4_v0721_바이오리포트_인체건강_최종.pdf",6.57
3,기타,"/Volumes/Untitled/업로드 전/2026 대입 수시 합격드림 설명회_ 2부_ 상문고_박창욱선생님.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2026_대입_수시_합격드림_설명회_2부_상문고_박창욱선생님.pdf",6.56
3,기타,"/Volumes/Untitled/업로드 전/(원고) 2026~2027 대입전형의 이해와 효율적인 지도 방안(숭의여교-정제원) (1).pdf","/Volumes/Untitled/업로드 후보_v2/기타/(원고)_2026~2027_대입전형의_이해와_효율적인_지도_방안(숭의여교-정제원)_(1).pdf",6.45
3,기타,"/Volumes/Untitled/업로드 전/2024~2020_5개년_수시입시결과_대교협 발표자료기준(밴드용)_240816.xlsx","/Volumes/Untitled/업로드 후보_v2/기타/2024~2020_5개년_수시입시결과_대교협_발표자료기준(밴드용)_240816.xlsx",6.42
3,기타,"/Volumes/Untitled/업로드 전/빅뱅에서 고대 문명까지_지구와 인류의 초기 역사 개관_by 쏨작가의 지식사전_from Youtube to Gamma_20200929.pdf","/Volumes/Untitled/업로드 후보_v2/기타/빅뱅에서_고대_문명까지_지구와_인류의_초기_역사_개관_by_쏨작가의_지식사전_from_Youtube_to_Gamma_20200929.pdf",6.38
3,기타,"/Volumes/Untitled/업로드 전/[경상남도교육청] 학점기반 교육과정 설계운영을 위한 연수자료 (2025).pdf","/Volumes/Untitled/업로드 후보_v2/기타/[경상남도교육청]_학점기반_교육과정_설계운영을_위한_연수자료_(2025).pdf",6.35
3,기타,"/Volumes/Untitled/업로드 전/4. (조만기) 2026 농어촌(전남교육청).pptx","/Volumes/Untitled/업로드 후보_v2/기타/4._(조만기)_2026_농어촌(전남교육청).pptx",6.30
3,기타,"/Volumes/Untitled/업로드 전/쎈(SEN)진학 2026 정시 대학별분석2 국가거점국립대학교 책갈피 추가 by 훈선생.pdf","/Volumes/Untitled/업로드 후보_v2/기타/쎈(SEN)진학_2026_정시_대학별분석2_국가거점국립대학교_책갈피_추가_by_훈선생.pdf",6.25
3,기타,"/Volumes/Untitled/업로드 전/[2026학년도][인피니트수학연구소][대학수학능력시험 분석지].pdf","/Volumes/Untitled/업로드 후보_v2/기타/[2026학년도][인피니트수학연구소][대학수학능력시험_분석지].pdf",6.20
3,기타,"/Volumes/Untitled/업로드 전/2025 중등 논술형 평가 길라잡이.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2025_중등_논술형_평가_길라잡이.pdf",6.16
3,기타,"/Volumes/Untitled/업로드 전/최종 수능대비 수1수2확통 기본공식.pdf","/Volumes/Untitled/업로드 후보_v2/기타/최종_수능대비_수1수2확통_기본공식.pdf",6.13
3,기타,"/Volumes/Untitled/업로드 전/2028 대입 개편 체제 분석 및 영역별 학습 전략(통합)_by EBSi_20250121.pptx","/Volumes/Untitled/업로드 후보_v2/기타/2028_대입_개편_체제_분석_및_영역별_학습_전략(통합)_by_EBSi_20250121.pptx",6.12
3,기타,"/Volumes/Untitled/업로드 전/[세종시교육청] 2024 보인다 9.0 대학 전공학과 길라잡이.pdf","/Volumes/Untitled/업로드 후보_v2/기타/[세종시교육청]_2024_보인다_9.0_대학_전공학과_길라잡이.pdf",6.09
3,기타,"/Volumes/Untitled/업로드 전/초등 국어 공부법 민성원.pdf","/Volumes/Untitled/업로드 후보_v2/기타/초등_국어_공부법_민성원.pdf",6.09
3,기타,"/Volumes/Untitled/업로드 전/9_v0721_바이오리포트_기타_최종.pdf","/Volumes/Untitled/업로드 후보_v2/기타/9_v0721_바이오리포트_기타_최종.pdf",6.07
3,기타,"/Volumes/Untitled/업로드 전/예비중1학부모설명회.pptx","/Volumes/Untitled/업로드 후보_v2/기타/예비중1학부모설명회.pptx",6.07
3,기타,"/Volumes/Untitled/업로드 전/2026_수시_요강정보(배포용)_250807.xlsx","/Volumes/Untitled/업로드 후보_v2/기타/2026_수시_요강정보(배포용)_250807.xlsx",6.01
3,기타,"/Volumes/Untitled/업로드 전/2025학년도 2022 개정 교육과정 선택 과목 안내서 PPT용 글꼴.zip","/Volumes/Untitled/업로드 후보_v2/기타/2025학년도_2022_개정_교육과정_선택_과목_안내서_PPT용_글꼴.zip",6.00
3,기타,"/Volumes/Untitled/업로드 전/펜을 만드는 학원_0215_2024.docx","/Volumes/Untitled/업로드 후보_v2/기타/펜을_만드는_학원_0215_2024.docx",6.00
3,기타,"/Volumes/Untitled/업로드 전/20250926_edusky_databook.pdf","/Volumes/Untitled/업로드 후보_v2/기타/20250926_edusky_databook.pdf",5.96
3,기타,"/Volumes/Untitled/업로드 전/이세돌 전 바둑기사_인공지능도 이기는 멘탈 갖추는 법_by 지식인사이드_from Youtube to Gamma_20250118.pdf","/Volumes/Untitled/업로드 후보_v2/기타/이세돌_전_바둑기사_인공지능도_이기는_멘탈_갖추는_법_by_지식인사이드_from_Youtube_to_Gamma_20250118.pdf",5.96
3,기타,"/Volumes/Untitled/업로드 전/워크북_시즌5.pdf","/Volumes/Untitled/업로드 후보_v2/기타/워크북_시즌5.pdf",5.86
3,기타,"/Volumes/Untitled/업로드 전/2025학년도 예비 고1 학부모 대상 고등학교 교육과정 및 고교학점제 연수 자료_부산진고 이창현 교사_부산광역시교육청 고교학점제 지원센터.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2025학년도_예비_고1_학부모_대상_고등학교_교육과정_및_고교학점제_연수_자료_부산진고_이창현_교사_부산광역시교육청_고교학점제_지원센터.pdf",5.84
3,기타,"/Volumes/Untitled/업로드 전/[서울]2025학년도 2022 개정 교육과정 선택 과목 안내서(낱장)_(250529).pdf","/Volumes/Untitled/업로드 후보_v2/기타/[서울]2025학년도_2022_개정_교육과정_선택_과목_안내서(낱장)_(250529).pdf",5.84
3,기타,"/Volumes/Untitled/업로드 전/AI 인재 양성 정책과 학원의 AI 대응 기회 창출 전략 리포트.pdf","/Volumes/Untitled/업로드 후보_v2/기타/AI_인재_양성_정책과_학원의_AI_대응_기회_창출_전략_리포트.pdf",5.72
3,기타,"/Volumes/Untitled/업로드 전/[도교육청]2026. 면접자료 정리해DREAM.pdf","/Volumes/Untitled/업로드 후보_v2/기타/[도교육청]2026._면접자료_정리해DREAM.pdf",5.66
3,기타,"/Volumes/Untitled/업로드 전/2022개정 한눈에 보는 진로 자료 모음집(중고공통).pdf","/Volumes/Untitled/업로드 후보_v2/기타/2022개정_한눈에_보는_진로_자료_모음집(중고공통).pdf",5.63
3,기타,"/Volumes/Untitled/업로드 전/22개정_중학 국어1_토의토론배움깊이더하기자료집(교사용).pdf","/Volumes/Untitled/업로드 후보_v2/기타/22개정_중학_국어1_토의토론배움깊이더하기자료집(교사용).pdf",5.62
3,기타,"/Volumes/Untitled/업로드 전/(D강좌 1차시) 2028학년도 대입제도 개편의 이해와 준비.pdf","/Volumes/Untitled/업로드 후보_v2/기타/(D강좌_1차시)_2028학년도_대입제도_개편의_이해와_준비.pdf",5.61
3,기타,"/Volumes/Untitled/업로드 전/2024 통일의식 조사_서울대학교 통일평화연구원_20241130.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2024_통일의식_조사_서울대학교_통일평화연구원_20241130.pdf",5.54
3,기타,"/Volumes/Untitled/업로드 전/2025년 신입생 학부모를 위한 고등학교 안내서_경기도교육청.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2025년_신입생_학부모를_위한_고등학교_안내서_경기도교육청.pdf",5.50
3,기타,"/Volumes/Untitled/업로드 전/(강좌3) 어디가를 활용한 진로진학설계 방안.pdf","/Volumes/Untitled/업로드 후보_v2/기타/(강좌3)_어디가를_활용한_진로진학설계_방안.pdf",5.48
3,기타,"/Volumes/Untitled/업로드 전/(강좌3) 어디가를 활용한 진로진학설계 방안_울산광역시교육청.pdf","/Volumes/Untitled/업로드 후보_v2/기타/(강좌3)_어디가를_활용한_진로진학설계_방안_울산광역시교육청.pdf",5.48
3,기타,"/Volumes/Untitled/업로드 전/22개정_중학 국어1_토의토론배움깊이더하기자료집(학생용).pdf","/Volumes/Untitled/업로드 후보_v2/기타/22개정_중학_국어1_토의토론배움깊이더하기자료집(학생용).pdf",5.48
3,기타,"/Volumes/Untitled/업로드 전/최종 수능대비 수1수2미적 기본공식.pdf","/Volumes/Untitled/업로드 후보_v2/기타/최종_수능대비_수1수2미적_기본공식.pdf",5.40
3,기타,"/Volumes/Untitled/업로드 전/[이즈유 경희대 진로진학 워크숍 자료해석 권정안].pdf","/Volumes/Untitled/업로드 후보_v2/기타/[이즈유_경희대_진로진학_워크숍_자료해석_권정안].pdf",5.37
3,기타,"/Volumes/Untitled/업로드 전/[경기도교육청] 2025년 STUDY PLANNER 속지.zip","/Volumes/Untitled/업로드 후보_v2/기타/[경기도교육청]_2025년_STUDY_PLANNER_속지.zip",5.35
3,기타,"/Volumes/Untitled/업로드 전/250617_대한민국_진짜성장을_위한_전략.pdf","/Volumes/Untitled/업로드 후보_v2/기타/250617_대한민국_진짜성장을_위한_전략.pdf",5.26
3,기타,"/Volumes/Untitled/업로드 전/2026 정시 대학별분석3 수도권대학교 책갈피 추가 by 훈선생_압축.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2026_정시_대학별분석3_수도권대학교_책갈피_추가_by_훈선생_압축.pdf",5.25
3,기타,"/Volumes/Untitled/업로드 전/[이투스] 2026_수시DB검색_ver5.xlsb","/Volumes/Untitled/업로드 후보_v2/기타/[이투스]_2026_수시DB검색_ver5.xlsb",5.24
3,기타,"/Volumes/Untitled/업로드 전/강남 키즈가 말하는 학군의 중요성_by 맨스파이어_from Youtube to Gamma_20250904.pdf","/Volumes/Untitled/업로드 후보_v2/기타/강남_키즈가_말하는_학군의_중요성_by_맨스파이어_from_Youtube_to_Gamma_20250904.pdf",5.21
3,기타,"/Volumes/Untitled/업로드 전/김영일교육컨설팅 2026 수시배치표(인문1면).pdf","/Volumes/Untitled/업로드 후보_v2/기타/김영일교육컨설팅_2026_수시배치표(인문1면).pdf",5.18
3,기타,"/Volumes/Untitled/업로드 전/3. 2025_전남교육청_의대전략및MMI이해(제출).pdf","/Volumes/Untitled/업로드 후보_v2/기타/3._2025_전남교육청_의대전략및MMI이해(제출).pdf",5.14
3,기타,"/Volumes/Untitled/업로드 전/2026 미술대학 입시의 이해와 진학 준비_부산광역시교육청.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2026_미술대학_입시의_이해와_진학_준비_부산광역시교육청.pdf",5.11
3,기타,"/Volumes/Untitled/업로드 전/[당그팀]26학년도 수능_분석본.pdf","/Volumes/Untitled/업로드 후보_v2/기타/[당그팀]26학년도_수능_분석본.pdf",5.10
3,기타,"/Volumes/Untitled/업로드 전/주요 대학 및 학과 권장도서 모음집.pdf","/Volumes/Untitled/업로드 후보_v2/기타/주요_대학_및_학과_권장도서_모음집.pdf",5.07
